Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000279973	624.552867841878	3.95930958006631	0.154676332812743	25.5973846034971	1.63134067299732e-144	9.27533696932765e-143
ENSG00000099954	2245.51429781478	4.12407313101324	0.177932278632859	23.1777683211867	7.63174172270382e-119	1.12497526134671e-117
ENSG00000131100	986.017648124667	3.51414296092746	0.146808436790417	23.9369278616068	1.26429234092385e-126	2.95993148051585e-125
ENSG00000099968	841.738275245632	2.90145071093942	0.138642590065576	20.9275570340043	3.00507865567852e-97	2.21485426844454e-96
ENSG00000015475	463.943676664668	3.71420782379608	0.155222844006332	23.9282294276516	1.55745130084651e-126	3.44369787631616e-125
ENSG00000100084	905.277762219422	4.10401119795606	0.155190739558718	26.444949032563	4.17101024164704e-154	4.15015519043881e-152
ENSG00000099899	173.62574834247	2.40072385155364	0.162172766495792	14.8034957004691	1.39063444778669e-49	5.82602642335896e-49
ENSG00000040608	703.923076069433	2.9666761765621	0.13865815190053	21.3956131384926	1.46787188902209e-101	1.24300640815062e-100
ENSG00000241973	502.992424058732	3.24038512245303	0.144405026188229	22.4395591205341	1.6184122486677e-111	1.78924465269373e-110
ENSG00000099960	650.411654010053	2.76826207011375	0.13638982225879	20.2966909426802	1.37540708014396e-91	9.27816979486941e-91
ENSG00000240972	214.969875988564	2.75112459817594	0.161412433431886	17.0440686611473	3.86857398788294e-65	1.87767371607001e-64
ENSG00000100024	1689.8015542667	3.96085208288869	0.164511815154995	24.0763988845236	4.41787642080643e-128	1.17220987698731e-126
ENSG00000133454	584.477266406132	2.41067923302179	0.132783493315442	18.15496168108	1.17309838366338e-73	6.14333100918454e-73
ENSG00000128294	565.973682311869	2.04179656089648	0.13170748455887	15.5025097300666	3.33602244582344e-54	1.58063920647349e-53
ENSG00000184076	1530.76205566064	3.64438421359067	0.158466764446824	22.9977826979209	4.90561438257098e-117	6.97298044379733e-116
ENSG00000100105	711.913683890391	3.60737420588494	0.146782541451581	24.5763165715107	2.26353063336859e-133	8.1898653825518e-132
ENSG00000183530	397.716305350881	3.94641242049123	0.166194645492498	23.7457254341529	1.21634900455522e-124	2.30527097053798e-123
ENSG00000198125	1107.38149658526	2.88094860739001	0.142990853046731	20.1477825050004	2.81441487407251e-90	1.83629036046043e-89
ENSG00000100342	503.830303040322	2.66897063119022	0.136185446715766	19.5980605531269	1.60630314527753e-85	9.98919768469462e-85
ENSG00000100348	679.199469279519	2.93177941832776	0.138384389327142	21.1857669248878	1.29204658986308e-99	1.00830302503041e-98
ENSG00000100379	493.930616287218	2.99263624177476	0.141114316976651	21.2071766061124	8.19887740104636e-100	6.65949633799276e-99
ENSG00000100060	732.122842389812	4.24881488277762	0.158053434204878	26.8821421321985	3.55236784217297e-159	7.06921200592422e-157
ENSG00000100083	1966.91861635698	4.15469764195009	0.171518516197724	24.2230269597285	1.27273394862363e-129	3.61820079680145e-128
ENSG00000244509	3256.79393906164	4.46441048607116	0.205373685992387	21.7379868530804	8.97498067560361e-105	8.11827797475054e-104
ENSG00000100335	1376.92950835979	3.2604209369473	0.15302324050578	21.3067043030248	9.83813707575441e-101	8.15745532531303e-100
ENSG00000100359	233.328783490024	2.13580918930577	0.145216841375918	14.7077237672239	5.75095322952381e-49	2.33496142193539e-48
ENSG00000100138	299.237056608686	2.49633687932029	0.144081243540683	17.3258976531211	2.99977959130657e-67	1.49239034667502e-66
ENSG00000242247	1444.84952959967	4.05558638850671	0.159946413109854	25.355907079462	7.73471641871862e-142	3.42046348294446e-140
ENSG00000100347	959.869724278472	3.06237850812885	0.142704395298023	21.4595948620461	3.71526731535801e-102	3.21451389459237e-101
ENSG00000205643	841.249977030039	2.90577860396609	0.13914365790413	20.8832989425085	7.59618061997164e-97	5.39871408347984e-96
ENSG00000130943	979.723772472968	3.65521254819997	0.149057581848019	24.5221511236301	8.57495038816477e-133	2.7296732148775e-131
ENSG00000075234	1259.39349727012	3.36316730688107	0.149533704403135	22.49103183998	5.08044367971214e-112	5.77719024150124e-111
ENSG00000075218	1248.7646522585	4.51864724612709	0.16349608582164	27.6376478581668	3.92839478297776e-168	1.56350112362515e-165
ENSG00000182858	899.639554088359	2.89414202692534	0.14003816865549	20.6668085902014	6.89259147471828e-95	4.81272176655768e-94
ENSG00000073150	736.353893784717	2.59771552487722	0.135478072161872	19.1744352678226	6.05220577812908e-82	3.64966348438693e-81
ENSG00000008735	937.607533650312	2.81352403073578	0.139576560544752	20.1575681457897	2.30957684860098e-90	1.53201930957198e-89
